token_id	surface	norm	text_id	para_id	node_idx	is_tail	char_start	char_end	initial_char
mrav-dormition-1_p10_t27	იშვა	იშვა	mrav-dormition-1	p10	16	1	19	23	
mrav-dormition-1_p10_t28	შენგან	შენგან	mrav-dormition-1	p10	16	1	24	30	
mrav-dormition-1_p10_t29	რომლისათჳს	რომლისათვს	mrav-dormition-1	p10	16	1	32	42	
mrav-dormition-1_p10_t30	იტყჳს	იტყვს	mrav-dormition-1	p10	17	1	1	6	
mrav-dormition-1_p10_t31	გამობრწყინდა	გამობრწყინდა	mrav-dormition-1	p10	18	1	1	13	
mrav-dormition-1_p10_t32	და	და	mrav-dormition-1	p10	20	1	1	3	
mrav-dormition-1_p10_t33	დიდებად	დიდებად	mrav-dormition-1	p10	20	1	4	11	
mrav-dormition-1_p10_t34	ერისა	ერისა	mrav-dormition-1	p10	20	1	12	17	
mrav-dormition-1_p10_t35	შენისა	შენისა	mrav-dormition-1	p10	20	1	18	24	
mrav-dormition-1_p11_t0	ინდა	მინდა	mrav-dormition-1	p11	1	1	0	4	მ
mrav-dormition-1_p11_t1	დუმილი	დუმილი	mrav-dormition-1	p11	1	1	5	11	მ
mrav-dormition-1_p11_t2	და	და	mrav-dormition-1	p11	1	1	12	14	მ
mrav-dormition-1_p11_t3	კმა	კმა	mrav-dormition-1	p11	1	1	15	18	მ
mrav-dormition-1_p11_t4	ყოფად	ყოფად	mrav-dormition-1	p11	1	1	19	24	მ
mrav-dormition-1_p11_t5	ქებაჲ	ქებაი	mrav-dormition-1	p11	1	1	25	30	მ
mrav-dormition-1_p11_t6	ესე	ესე	mrav-dormition-1	p11	1	1	31	34	მ
mrav-dormition-1_p11_t7	წმიდისათჳს	წმიდისათვს	mrav-dormition-1	p11	1	1	35	45	მ
mrav-dormition-1_p11_t8	ქალწულისა	ქალწულისა	mrav-dormition-1	p11	1	1	46	55	მ
mrav-dormition-1_p11_t9	მარიამისა	მარიამისა	mrav-dormition-1	p11	2	0	0	9	
mrav-dormition-1_p11_t10	არამედ	არამედ	mrav-dormition-1	p11	3	1	3	9	
mrav-dormition-1_p11_t11	მოვიჴსენი	მოვიხსენი	mrav-dormition-1	p11	4	1	1	10	
mrav-dormition-1_p11_t12	მე	მე	mrav-dormition-1	p11	4	1	11	13	
mrav-dormition-1_p11_t13	მუცლისა	მუცლისა	mrav-dormition-1	p11	5	1	1	8	
mrav-dormition-1_p11_t14	მისისაჲ	მისისაი	mrav-dormition-1	p11	5	1	9	16	
mrav-dormition-1_p11_t15	არა	არა	mrav-dormition-1	p11	5	1	18	21	
mrav-dormition-1_p11_t16	მიტევის	მიტევის	mrav-dormition-1	p11	5	1	22	29	
mrav-dormition-1_p11_t17	მე	მე	mrav-dormition-1	p11	6	1	1	3	
mrav-dormition-1_p11_t18	ყოფად	ყოფად	mrav-dormition-1	p11	7	1	1	6	
mrav-dormition-1_p11_t19	და	და	mrav-dormition-1	p11	7	1	8	10	
mrav-dormition-1_p11_t20	მოვიჴსენი	მოვიხსენი	mrav-dormition-1	p11	8	1	1	10	
mrav-dormition-1_p11_t21	კუალად	კუალად	mrav-dormition-1	p11	8	1	11	17	
mrav-dormition-1_p11_t22	წმიდისა	წმიდისა	mrav-dormition-1	p11	9	1	1	8	
mrav-dormition-1_p11_t23	ქალწულისაჲ	ქალწულისაი	mrav-dormition-1	p11	9	1	9	19	
mrav-dormition-1_p11_t24	აღვივსი	აღვივსი	mrav-dormition-1	p11	9	1	21	28	
mrav-dormition-1_p11_t25	მე	მე	mrav-dormition-1	p11	9	1	29	31	
mrav-dormition-1_p11_t26	კუალად	კუალად	mrav-dormition-1	p11	9	1	32	38	
mrav-dormition-1_p11_t27	და	და	mrav-dormition-1	p11	11	1	1	3	
mrav-dormition-1_p11_t28	ჯურღუმული	ჯურღუმული	mrav-dormition-1	p11	12	1	1	10	
mrav-dormition-1_p11_t29	წყლისა	წყლისა	mrav-dormition-1	p11	12	1	11	17	
mrav-dormition-1_p11_t30	ცხოველისაჲ	ცხოველისაი	mrav-dormition-1	p11	12	1	18	28	
mrav-dormition-1_p11_t31	აღმოვდუღდი	აღმოვდუღდი	mrav-dormition-1	p11	12	1	30	40	
mrav-dormition-1_p11_t32	და	და	mrav-dormition-1	p11	12	1	41	43	
mrav-dormition-1_p11_t33	კუალად	კუალად	mrav-dormition-1	p11	12	1	44	50	
mrav-dormition-1_p11_t34	მოვედით	მოვედით	mrav-dormition-1	p11	14	1	1	8	
mrav-dormition-1_p11_t35	მორწმუნენო	მორწმუნენო	mrav-dormition-1	p11	14	1	10	20	
mrav-dormition-1_p11_t36	და	და	mrav-dormition-1	p11	14	1	22	24	
mrav-dormition-1_p11_t37	ვდღესასწაულობდეთ	ვდღესასწაულობდეთ	mrav-dormition-1	p11	14	1	25	41	
mrav-dormition-1_p11_t38	წმიდისა	წმიდისა	mrav-dormition-1	p11	14	1	42	49	
mrav-dormition-1_p11_t39	ქალწულისა	ქალწულისა	mrav-dormition-1	p11	14	1	50	59	
mrav-dormition-1_p12_t0	ამეთუ	რამეთუ	mrav-dormition-1	p12	1	1	0	5	რ
mrav-dormition-1_p12_t1	ცათა	ცათა	mrav-dormition-1	p12	2	1	1	5	
mrav-dormition-1_p12_t2	იხარებენ	იხარებენ	mrav-dormition-1	p12	3	1	1	9	
mrav-dormition-1_p12_t3	და	და	mrav-dormition-1	p12	3	1	10	12	
mrav-dormition-1_p12_t4	ჩუენ	ჩუენ	mrav-dormition-1	p12	3	1	13	17	
mrav-dormition-1_p12_t5	ვღაღადებთ	ვღაღადებთ	mrav-dormition-1	p12	5	1	1	10	
mrav-dormition-1_p12_t6	და	და	mrav-dormition-1	p12	5	1	11	13	
mrav-dormition-1_p12_t7	ვიტყჳთ	ვიტყვთ	mrav-dormition-1	p12	5	1	14	20	
mrav-dormition-1_p12_t8	დღეს	დღეს	mrav-dormition-1	p12	5	1	22	26	
mrav-dormition-1_p12_t9	ქუეყანასა	ქუეყანასა	mrav-dormition-1	p12	5	1	27	36	
mrav-dormition-1_p12_t10	ტაძარი	ტაძარი	mrav-dormition-1	p12	5	1	37	43	
mrav-dormition-1_p12_t11	ღმრთისა	ღმრთისა	mrav-dormition-1	p12	5	1	44	51	
mrav-dormition-1_p12_t12	სიტყჳსაჲ	სიტყვსაი	mrav-dormition-1	p12	5	1	52	60	
mrav-dormition-1_p12_t13	მიიცვალების	მიიცვალების	mrav-dormition-1	p12	5	1	61	72	
mrav-dormition-1_p12_t14	ზეცისა	ზეცისა	mrav-dormition-1	p12	5	1	74	80	
mrav-dormition-1_p12_t15	იერუსალემსა	იერუსალემსა	mrav-dormition-1	p12	6	0	0	11	
mrav-dormition-1_p12_t16	დაემკჳდრების	დაემკვდრების	mrav-dormition-1	p12	7	1	1	13	
mrav-dormition-1_p12_t17	დღეს	დღეს	mrav-dormition-1	p12	7	1	15	19	
mrav-dormition-1_p12_t18	ზეცად	ზეცად	mrav-dormition-1	p12	8	1	1	6	
mrav-dormition-1_p12_t19	მიიცვალების	მიიცვალების	mrav-dormition-1	p12	8	1	7	18	
mrav-dormition-1_p12_t20	ქუეყანისაგან	ქუეყანისაგან	mrav-dormition-1	p12	8	1	19	31	
mrav-dormition-1_p12_t21	დღეს	დღეს	mrav-dormition-1	p12	8	1	33	37	
mrav-dormition-1_p12_t22	კარავი	კარავი	mrav-dormition-1	p12	8	1	38	44	
mrav-dormition-1_p12_t23	ქუეყანისაჲ	ქუეყანისაი	mrav-dormition-1	p12	8	1	45	55	
mrav-dormition-1_p12_t24	ზეცისა	ზეცისა	mrav-dormition-1	p12	8	1	56	62	
mrav-dormition-1_p12_t25	კარავ	კარავ	mrav-dormition-1	p12	8	1	63	68	
mrav-dormition-1_p12_t26	იქმნების	იქმნების	mrav-dormition-1	p12	8	1	69	77	
mrav-dormition-1_p12_t27	დღეს	დღეს	mrav-dormition-1	p12	8	1	79	83	
mrav-dormition-1_p12_t28	ტაძარი	ტაძარი	mrav-dormition-1	p12	8	1	84	90	
mrav-dormition-1_p12_t29	ქუეყანისაჲ	ქუეყანისაი	mrav-dormition-1	p12	8	1	91	101	
mrav-dormition-1_p12_t30	ზეცად	ზეცად	mrav-dormition-1	p12	8	1	102	107	
mrav-dormition-1_p12_t31	ამაღლდების	ამაღლდების	mrav-dormition-1	p12	8	1	108	118	
mrav-dormition-1_p12_t32	დღეს	დღეს	mrav-dormition-1	p12	8	1	120	124	
mrav-dormition-1_p12_t33	საყდარი	საყდარი	mrav-dormition-1	p12	8	1	125	132	
mrav-dormition-1_p12_t34	ქუეყანისაჲ	ქუეყანისაი	mrav-dormition-1	p12	8	1	133	143	
mrav-dormition-1_p12_t35	იქმნების	იქმნების	mrav-dormition-1	p12	10	1	1	9	
mrav-dormition-1_p12_t36	დღეს	დღეს	mrav-dormition-1	p12	10	1	11	15	
mrav-dormition-1_p12_t37	ეზოჲ	ეზოი	mrav-dormition-1	p12	10	1	16	20	
mrav-dormition-1_p12_t38	იგი	იგი	mrav-dormition-1	p12	10	1	21	24	
mrav-dormition-1_p12_t39	კარვისაჲ	კარვისაი	mrav-dormition-1	p12	10	1	25	33	
mrav-dormition-1_p12_t40	რომელსა	რომელსა	mrav-dormition-1	p12	10	1	35	42	
mrav-dormition-1_p12_t41	ჰრქჳან	ჰრქვან	mrav-dormition-1	p12	10	1	43	49	
mrav-dormition-1_p12_t42	წმიდაჲ	წმიდაი	mrav-dormition-1	p12	11	1	1	7	
mrav-dormition-1_p12_t43	წმიდათაჲ	წმიდათაი	mrav-dormition-1	p12	11	1	8	16	
mrav-dormition-1_p12_t44	ზეცისასა	ზეცისასა	mrav-dormition-1	p12	11	1	18	26	
mrav-dormition-1_p12_t45	მას	მას	mrav-dormition-1	p12	11	1	27	30	
mrav-dormition-1_p12_t46	კარავსა	კარავსა	mrav-dormition-1	p12	11	1	31	38	
mrav-dormition-1_p12_t47	ბრწყინვალესა	ბრწყინვალესა	mrav-dormition-1	p12	11	1	39	51	
mrav-dormition-1_p12_t48	მიიცვალების	მიიცვალების	mrav-dormition-1	p12	11	1	52	63	
mrav-dormition-1_p12_t49	დღეს	დღეს	mrav-dormition-1	p12	11	1	65	69	
mrav-dormition-1_p12_t50	მაყუალი	მაყუალი	mrav-dormition-1	p12	11	1	70	77	
mrav-dormition-1_p12_t51	იგი	იგი	mrav-dormition-1	p12	11	1	78	81	
mrav-dormition-1_p12_t52	შეუწუველი	შეუწუველი	mrav-dormition-1	p12	11	1	82	91	
mrav-dormition-1_p12_t53	ზეცისა	ზეცისა	mrav-dormition-1	p12	11	1	92	98	
mrav-dormition-1_p12_t54	სძალ	სძალ	mrav-dormition-1	p12	11	1	99	103	
mrav-dormition-1_p12_t55	იქმნების	იქმნების	mrav-dormition-1	p12	11	1	104	112	
mrav-dormition-1_p12_t56	დღეს	დღეს	mrav-dormition-1	p12	11	1	114	118	
mrav-dormition-1_p12_t57	ქორწინებითა	ქორწინებითა	mrav-dormition-1	p12	13	1	1	12	
mrav-dormition-1_p12_t58	ცათა	ცათა	mrav-dormition-1	p12	13	1	13	17	
mrav-dormition-1_p12_t59	დაემკჳდრა	დაემკვდრა	mrav-dormition-1	p12	13	1	18	27	
mrav-dormition-1_p12_t60	და	და	mrav-dormition-1	p12	13	1	28	30	
mrav-dormition-1_p12_t61	მის	მის	mrav-dormition-1	p12	13	1	31	34	
mrav-dormition-1_p12_t62	იხარებს	იხარებს	mrav-dormition-1	p12	14	1	1	8	
mrav-dormition-1_p12_t63	პირველი	პირველი	mrav-dormition-1	p12	14	1	9	16	
mrav-dormition-1_p12_t64	ჩუენი	ჩუენი	mrav-dormition-1	p12	15	1	1	6	
mrav-dormition-1_p12_t65	დღეს	დღეს	mrav-dormition-1	p12	16	1	1	5	
mrav-dormition-1_p12_t66	უხრწნელი	უხრწნელი	mrav-dormition-1	p12	16	1	6	14	
mrav-dormition-1_p12_t67	დედოფალი	დედოფალი	mrav-dormition-1	p12	16	1	15	23	
mrav-dormition-1_p12_t68	მარიამ	მარიამ	mrav-dormition-1	p12	16	1	24	30	
mrav-dormition-1_p12_t69	ზეცისა	ზეცისა	mrav-dormition-1	p12	16	1	31	37	
mrav-dormition-1_p12_t70	ქერობინ	ქერობინ	mrav-dormition-1	p12	16	1	38	45	
mrav-dormition-1_p12_t71	იქმნების	იქმნების	mrav-dormition-1	p12	16	1	46	54	
mrav-dormition-1_p12_t72	დღეს	დღეს	mrav-dormition-1	p12	16	1	56	60	
mrav-dormition-1_p12_t73	პირველი	პირველი	mrav-dormition-1	p12	16	1	61	68	
mrav-dormition-1_p12_t74	იგი	იგი	mrav-dormition-1	p12	16	1	69	72	
mrav-dormition-1_p12_t75	ჩუენი	ჩუენი	mrav-dormition-1	p12	17	1	1	6	
mrav-dormition-1_p12_t76	სიკუდილისაგან	სიკუდილისაგან	mrav-dormition-1	p12	17	1	7	20	
mrav-dormition-1_p12_t77	განთავისუფლდების	განთავისუფლდების	mrav-dormition-1	p12	17	1	21	37	
mrav-dormition-1_p12_t78	დღეს	დღეს	mrav-dormition-1	p12	18	1	2	6	
mrav-dormition-1_p12_t79	იგი	იგი	mrav-dormition-1	p12	19	1	1	4	
mrav-dormition-1_p12_t80	იქმნების	იქმნების	mrav-dormition-1	p12	20	1	1	9	
mrav-dormition-1_p12_t81	კაცთაგან	კაცთაგან	mrav-dormition-1	p12	20	1	10	18	
mrav-dormition-1_p12_t82	არამედ	არამედ	mrav-dormition-1	p12	20	1	20	26	
mrav-dormition-1_p12_t83	იხილვების	იხილვების	mrav-dormition-1	p12	20	1	27	36	
mrav-dormition-1_p12_t84	ანგელოზთაგან	ანგელოზთაგან	mrav-dormition-1	p12	20	1	37	49	
mrav-dormition-1_p13_t0	უუკუე	ნუუკუე	mrav-dormition-1	p13	1	1	0	5	ნ
mrav-dormition-1_p13_t1	ვინმე	ვინმე	mrav-dormition-1	p13	1	1	6	11	ნ
mrav-dormition-1_p13_t2	მსმენელთაგანმან	მსმენელთაგანმან	mrav-dormition-1	p13	2	1	1	16	
mrav-dormition-1_p13_t3	იკადროს	იკადროს	mrav-dormition-1	p13	2	1	17	24	
mrav-dormition-1_p13_t4	და	და	mrav-dormition-1	p13	2	1	25	27	
mrav-dormition-1_p13_t5	თქუას	თქუას	mrav-dormition-1	p13	2	1	28	33	
mrav-dormition-1_p13_t6	ძმანო	ძმანო	mrav-dormition-1	p13	2	1	35	40	
mrav-dormition-1_p13_t7	საყუარელნო	საყუარელნო	mrav-dormition-1	p13	2	1	41	51	
mrav-dormition-1_p13_t8	თუ	თუ	mrav-dormition-1	p13	2	1	53	55	
mrav-dormition-1_p13_t9	შესაძლებელ	შესაძლებელ	mrav-dormition-1	p13	3	1	1	11	
mrav-dormition-1_p13_t10	არს	არს	mrav-dormition-1	p13	4	1	1	4	
mrav-dormition-1_p13_t11	ესოდენსა	ესოდენსა	mrav-dormition-1	p13	4	1	5	13	
mrav-dormition-1_p13_t12	დიდებასა	დიდებასა	mrav-dormition-1	p13	4	1	14	22	
mrav-dormition-1_p13_t13	მიწევნად	მიწევნად	mrav-dormition-1	p13	4	1	23	31	
mrav-dormition-1_p13_t14	წმიდაჲ	წმიდაი	mrav-dormition-1	p13	4	1	32	38	
mrav-dormition-1_p13_t15	ქალწულიო	ქალწულიო	mrav-dormition-1	p13	4	1	39	47	
mrav-dormition-1_p13_t16	დაიყავნ	დაიყავნ	mrav-dormition-1	p13	4	1	49	56	
mrav-dormition-1_p13_t17	იგი	იგი	mrav-dormition-1	p13	4	1	57	60	
mrav-dormition-1_p13_t18	რომელი	რომელი	mrav-dormition-1	p13	5	1	2	8	
mrav-dormition-1_p13_t19	იტყოდის	იტყოდის	mrav-dormition-1	p13	5	1	9	16	
mrav-dormition-1_p13_t20	სიცრუვესა	სიცრუვესა	mrav-dormition-1	p13	5	1	17	26	
mrav-dormition-1_p13_t21	არამედ	არამედ	mrav-dormition-1	p13	6	1	2	8	
mrav-dormition-1_p13_t22	აღმოღავიკითხნეთ	აღმოღავიკითხნეთ	mrav-dormition-1	p13	6	1	9	24	
mrav-dormition-1_p13_t23	მცნებანი	მცნებანი	mrav-dormition-1	p13	6	1	25	33	
mrav-dormition-1_p13_t24	ღმრთისანი	ღმრთისანი	mrav-dormition-1	p13	6	1	34	43	
mrav-dormition-1_p13_t25	რომელსა	რომელსა	mrav-dormition-1	p13	6	1	45	52	
mrav-dormition-1_p13_t26	გუასწავებს	გუასწავებს	mrav-dormition-1	p13	6	1	53	63	
mrav-dormition-1_p13_t27	ეც	ეც	mrav-dormition-1	p13	8	1	1	3	
mrav-dormition-1_p13_t28	მამასა	მამასა	mrav-dormition-1	p13	8	1	4	10	
mrav-dormition-1_p13_t29	შენსა	შენსა	mrav-dormition-1	p13	8	1	11	16	
mrav-dormition-1_p13_t30	და	და	mrav-dormition-1	p13	8	1	17	19	
mrav-dormition-1_p13_t31	დედასა	დედასა	mrav-dormition-1	p13	8	1	20	26	
mrav-dormition-1_p13_t32	არა	არა	mrav-dormition-1	p13	10	1	2	5	
mrav-dormition-1_p13_t33	მე	მე	mrav-dormition-1	p13	10	1	6	8	
mrav-dormition-1_p13_t34	მცა	მცა	mrav-dormition-1	p13	10	1	9	12	
mrav-dormition-1_p13_t35	თჳთ	თვთ	mrav-dormition-1	p13	10	1	13	16	
mrav-dormition-1_p13_t36	უფალმან	უფალმან	mrav-dormition-1	p13	10	1	17	24	
mrav-dormition-1_p13_t37	ყოველთასა	ყოველთასა	mrav-dormition-1	p13	11	1	1	10	
mrav-dormition-1_p13_t38	სცაა	სცაა	mrav-dormition-1	p13	12	1	1	5	
mrav-dormition-1_p13_t39	თჳსსა	თვსსა	mrav-dormition-1	p13	12	1	6	11	
mrav-dormition-1_p14_t0	ა	და	mrav-dormition-1	p14	1	1	0	1	დ
mrav-dormition-1_p14_t1	ესე	ესე	mrav-dormition-1	p14	1	1	2	5	დ
mrav-dormition-1_p14_t2	ვთქუთ	ვთქუთ	mrav-dormition-1	p14	2	1	1	6	
mrav-dormition-1_p14_t3	დიდებაჲ	დიდებაი	mrav-dormition-1	p14	3	1	1	8	
mrav-dormition-1_p14_t4	წმიდისა	წმიდისა	mrav-dormition-1	p14	3	1	9	16	
mrav-dormition-1_p14_t5	ქალწულისაჲ	ქალწულისაი	mrav-dormition-1	p14	3	1	17	27	
mrav-dormition-1_p14_t6	მრავლისაგან	მრავლისაგან	mrav-dormition-1	p14	3	1	29	40	
mrav-dormition-1_p14_t7	მცირედი	მცირედი	mrav-dormition-1	p14	3	1	41	48	
mrav-dormition-1_p14_t8	გჳთქუამს	გვთქუამს	mrav-dormition-1	p14	3	1	49	57	
mrav-dormition-1_p14_t9	ხოლო	ხოლო	mrav-dormition-1	p14	3	1	59	63	
mrav-dormition-1_p14_t10	იგი	იგი	mrav-dormition-1	p14	3	1	64	67	
mrav-dormition-1_p14_t11	უბიწოჲ	უბიწოი	mrav-dormition-1	p14	3	1	68	74	
mrav-dormition-1_p14_t12	უფროჲსსა	უფროისსა	mrav-dormition-1	p14	3	1	75	83	
mrav-dormition-1_p14_t13	დიდებასა	დიდებასა	mrav-dormition-1	p14	3	1	84	92	
mrav-dormition-1_p14_t14	მიიწია	მიიწია	mrav-dormition-1	p14	3	1	93	99	
mrav-dormition-1_p14_t15	რომელსა	რომელსა	mrav-dormition-1	p14	3	1	101	108	
mrav-dormition-1_p14_t16	ვერ	ვერ	mrav-dormition-1	p14	3	1	109	112	
mrav-dormition-1_p14_t17	შეუძლებს	შეუძლებს	mrav-dormition-1	p14	3	1	113	121	
mrav-dormition-1_p14_t18	ესე	ესე	mrav-dormition-1	p14	4	1	1	4	
mrav-dormition-1_p14_t19	ჩემი	ჩემი	mrav-dormition-1	p14	4	1	5	9	
mrav-dormition-1_p14_t20	თქუმად	თქუმად	mrav-dormition-1	p14	4	1	10	16	
mrav-dormition-1_p14_t21	ვთქუ	ვთქუ	mrav-dormition-1	p14	6	1	1	5	
mrav-dormition-1_p15_t0	რამედ	არამედ	mrav-dormition-1	p15	1	1	0	5	ა
mrav-dormition-1_p15_t1	საყუარელნო	საყუარელნო	mrav-dormition-1	p15	1	1	7	17	ა
mrav-dormition-1_p15_t2	მოვედით	მოვედით	mrav-dormition-1	p15	1	1	19	26	ა
mrav-dormition-1_p15_t3	ვიხარებდეთ	ვიხარებდეთ	mrav-dormition-1	p15	1	1	28	38	ა
mrav-dormition-1_p15_t4	და	და	mrav-dormition-1	p15	1	1	39	41	ა
mrav-dormition-1_p15_t5	ვიშუებდეთ	ვიშუებდეთ	mrav-dormition-1	p15	1	1	42	51	ა
mrav-dormition-1_p15_t6	წმიდისა	წმიდისა	mrav-dormition-1	p15	3	1	1	8	
mrav-dormition-1_p15_t7	ქალწულისასა	ქალწულისასა	mrav-dormition-1	p15	3	1	9	20	
mrav-dormition-1_p15_t8	ცათა	ცათა	mrav-dormition-1	p15	5	1	1	5	
mrav-dormition-1_p15_t9	იხარებენ	იხარებენ	mrav-dormition-1	p15	6	1	1	9	
mrav-dormition-1_p15_t10	და	და	mrav-dormition-1	p15	6	1	10	12	
mrav-dormition-1_p15_t11	ჩუენ	ჩუენ	mrav-dormition-1	p15	6	1	13	17	
mrav-dormition-1_p15_t12	ძენი	ძენი	mrav-dormition-1	p15	6	1	19	23	
mrav-dormition-1_p15_t13	კაცთანი	კაცთანი	mrav-dormition-1	p15	6	1	24	31	
mrav-dormition-1_p15_t14	ჴსნილნი	ხსნილნი	mrav-dormition-1	p15	6	1	33	40	
mrav-dormition-1_p15_t15	საცთურისაგან	საცთურისაგან	mrav-dormition-1	p15	6	1	41	53	
mrav-dormition-1_p15_t16	ვდღესასწაულობდეთ	ვდღესასწაულობდეთ	mrav-dormition-1	p15	6	1	55	71	
mrav-dormition-1_p15_t17	და	და	mrav-dormition-1	p15	8	1	1	3	
mrav-dormition-1_p15_t18	შევსწირვიდეთ	შევსწირვიდეთ	mrav-dormition-1	p15	8	1	4	16	
mrav-dormition-1_p15_t19	დიდებასა	დიდებასა	mrav-dormition-1	p15	9	1	1	9	
mrav-dormition-1_p15_t20	და	და	mrav-dormition-1	p15	9	1	10	12	
mrav-dormition-1_p15_t21	მამისა	მამისა	mrav-dormition-1	p15	10	1	1	7	
mrav-dormition-1_p15_t22	ძისა	ძისა	mrav-dormition-1	p15	10	1	9	13	
mrav-dormition-1_p15_t23	და	და	mrav-dormition-1	p15	11	1	1	3	
mrav-dormition-1_p15_t24	წმიდისა	წმიდისა	mrav-dormition-1	p15	11	1	4	11	
mrav-dormition-1_p15_t25	სულისა	სულისა	mrav-dormition-1	p15	12	1	1	7	
mrav-dormition-1_p15_t26	რომლისაჲ	რომლისაი	mrav-dormition-1	p15	12	1	9	17	
mrav-dormition-1_p15_t27	არს	არს	mrav-dormition-1	p15	12	1	18	21	
mrav-dormition-1_p15_t28	დიდებაჲ	დიდებაი	mrav-dormition-1	p15	12	1	22	29	
mrav-dormition-1_p15_t29	და	და	mrav-dormition-1	p15	12	1	30	32	
mrav-dormition-1_p15_t30	პატივი	პატივი	mrav-dormition-1	p15	12	1	33	39	
mrav-dormition-1_p15_t31	ძალი	ძალი	mrav-dormition-1	p15	12	1	41	45	
mrav-dormition-1_p15_t32	და	და	mrav-dormition-1	p15	12	1	46	48	
mrav-dormition-1_p15_t33	სიმტკიცჱ	სიმტკიცე	mrav-dormition-1	p15	12	1	49	57	
mrav-dormition-1_p15_t34	უკუნითი	უკუნითი	mrav-dormition-1	p15	12	1	58	65	
mrav-dormition-1_p15_t35	უკუნისამდე	უკუნისამდე	mrav-dormition-1	p15	12	1	66	76	
mrav-dormition-2_p1_t0	აიდუმლოსა	საიდუმლოსა	mrav-dormition-2	p1	1	1	0	9	ს
mrav-dormition-2_p1_t1	ვხედავ	ვხედავ	mrav-dormition-2	p1	1	1	10	16	ს
mrav-dormition-2_p1_t2	ძმანო	ძმანო	mrav-dormition-2	p1	1	1	18	23	ს
mrav-dormition-2_p1_t3	ჩემნო	ჩემნო	mrav-dormition-2	p1	1	1	24	29	ს
mrav-dormition-2_p1_t4	საყუარელნო	საყუარელნო	mrav-dormition-2	p1	1	1	30	40	ს
mrav-dormition-2_p1_t5	საკჳრველსა	საკვრველსა	mrav-dormition-2	p1	1	1	42	52	ს
mrav-dormition-2_p1_t6	მიუწუდომელსა	მიუწუდომელსა	mrav-dormition-2	p1	1	1	54	66	ს
mrav-dormition-2_p1_t7	და	და	mrav-dormition-2	p1	1	1	67	69	ს
mrav-dormition-2_p1_t8	დღეს	დღეს	mrav-dormition-2	p1	4	1	1	5	
mrav-dormition-2_p1_t9	წმიდაჲ	წმიდაი	mrav-dormition-2	p1	4	1	6	12	
mrav-dormition-2_p1_t10	ქუეყანისაგან	ქუეყანისაგან	mrav-dormition-2	p1	5	1	1	13	
mrav-dormition-2_p1_t11	ზეცად	ზეცად	mrav-dormition-2	p1	5	1	14	19	
mrav-dormition-2_p1_t12	მიიცვალების	მიიცვალების	mrav-dormition-2	p1	5	1	20	31	
mrav-dormition-2_p1_t13	დიდებასა	დიდებასა	mrav-dormition-2	p1	5	1	32	40	
mrav-dormition-2_p1_t14	და	და	mrav-dormition-2	p1	5	1	42	44	
mrav-dormition-2_p1_t15	ცათანი	ცათანი	mrav-dormition-2	p1	6	1	1	7	
mrav-dormition-2_p1_t16	განკჳრდებიან	განკვრდებიან	mrav-dormition-2	p1	6	1	8	20	
mrav-dormition-2_p1_t17	და	და	mrav-dormition-2	p1	6	1	21	23	
mrav-dormition-2_p1_t18	განკრთომით	განკრთომით	mrav-dormition-2	p1	6	1	24	34	
mrav-dormition-2_p1_t19	იტყჳან	იტყვან	mrav-dormition-2	p1	6	1	35	41	
mrav-dormition-2_p1_t20	მიწისაგანისა	მიწისაგანისა	mrav-dormition-2	p1	7	1	2	14	
mrav-dormition-2_p1_t21	მის	მის	mrav-dormition-2	p1	7	1	15	18	
mrav-dormition-2_p1_t22	ადამის	ადამის	mrav-dormition-2	p1	7	1	19	25	
mrav-dormition-2_p1_t23	უჟეშთაჱს	უჟეშთაეს	mrav-dormition-2	p1	8	1	1	9	
mrav-dormition-2_p1_t24	ჩუენსა	ჩუენსა	mrav-dormition-2	p1	9	1	1	7	
mrav-dormition-2_p1_t25	იქმნების	იქმნების	mrav-dormition-2	p1	9	1	8	16	
mrav-dormition-2_p1_t26	მთავარანგელოზნი	მთავარანგელოზნი	mrav-dormition-2	p1	9	1	18	33	
mrav-dormition-2_p1_t27	და	და	mrav-dormition-2	p1	9	1	34	36	
mrav-dormition-2_p1_t28	ბანაკი	ბანაკი	mrav-dormition-2	p1	9	1	37	43	
mrav-dormition-2_p1_t29	ანგელოზთაჲ	ანგელოზთაი	mrav-dormition-2	p1	9	1	44	54	
mrav-dormition-2_p1_t30	ჰხედვენ	ჰხედვენ	mrav-dormition-2	p1	9	1	55	62	
mrav-dormition-2_p1_t31	წმიდასა	წმიდასა	mrav-dormition-2	p1	9	1	63	70	
mrav-dormition-2_p1_t32	ქალწულსა	ქალწულსა	mrav-dormition-2	p1	9	1	71	79	
mrav-dormition-2_p1_t33	უჟეშთაეს	უჟეშთაეს	mrav-dormition-2	p1	9	1	80	88	
mrav-dormition-2_p1_t34	ყოველთა	ყოველთა	mrav-dormition-2	p1	9	1	89	96	
mrav-dormition-2_p1_t35	და	და	mrav-dormition-2	p1	10	1	1	3	
mrav-dormition-2_p1_t36	განკჳრდებიან	განკვრდებიან	mrav-dormition-2	p1	10	1	4	16	
mrav-dormition-2_p1_t37	და	და	mrav-dormition-2	p1	10	1	17	19	
mrav-dormition-2_p1_t38	ქერობინი	ქერობინი	mrav-dormition-2	p1	10	1	20	28	
mrav-dormition-2_p1_t39	იგი	იგი	mrav-dormition-2	p1	10	1	29	32	
